House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
90,Institution Harbors,Julie,King-Bell,43,Head,Divorced,Female,Unemployed,Unknown,Catholic
90,Institution Harbors,Nicholas,King-Bell,8,Son,Unknown,Male,Student,Unknown,Unknown
91,Institution Harbors,Nathan,Taylor,68,Head,Married,Male,Retired,Unknown,Unknown
91,Institution Harbors,Debra,Taylor,68,Wife,Married,Female,Retired,Unknown,Unknown
91,Institution Harbors,June,Taylor,19,Granddaughter,Divorced,Female,"Clinical scientist, histocompatibility and immunogenetics",Unknown,Unknown
91,Institution Harbors,Frank,Taylor,18,Grandson,Single,Male,Student,Unknown,Unknown
92,Institution Harbors,Bethany,Reid,27,Head,Single,Female,Adult nurse,Unknown,Unknown
93,Institution Harbors,Dean,Wilson,50,Head,Divorced,Male,Unemployed,Unknown,Unknown
93,Institution Harbors,Aimee,Wilson,17,Daughter,Unknown,Female,Student,Unknown,Unknown
94,Institution Harbors,Ronald,Sutton,49,Head,Single,Male,Unemployed,Unknown,Unknown
94,Institution Harbors,Jeffrey,Sutton,21,Son,Single,Male,University Student,Unknown,Unknown
94,Institution Harbors,Amanda,Humphries-Sutton,18,Daughter,Single,Female,Student,Unknown,Unknown
94,Institution Harbors,Frances,Humphries-Sutton,14,Daughter,Unknown,Female,Student,Unknown,Unknown
1,Goodwin Fords,Jodie,White,70,Head,Widowed,Female,Retired,Unknown,Unknown
2,Goodwin Fords,Jack,Wright,26,Head,Single,Male,Research scientist (physical sciences),Unknown,Unknown
3,Goodwin Fords,Alexandra,Johnson,29,Head,Single,Female,Tax inspector,Unknown,Catholic
3,Goodwin Fords,Sheila,Cooke,36,Unknown,Single,Female,"Sound technician, broadcasting/film/video",Unknown,Catholic
3,Goodwin Fords,Fiona,Hicks,33,Unknown,Single,Female,Acupuncturist,Unknown,Unknown
4,Goodwin Fords,Margaret,Jackson,71,Head,Widowed,Female,Retired,Unknown,Christian
5,Goodwin Fords,Kate,Whittaker,71,Head,Widowed,Female,Retired,Unknown,Unknown
6,Goodwin Fords,Clifford,Morgan,54,Head,Single,Male,Statistician,Unknown,Unknown
7,Goodwin Fords,Richard,Akhtar,70,Head,Widowed,Male,Retired,Unknown,Unknown
8,Goodwin Fords,Samantha,Thompson,20,Head,Single,Female,University Student,Unknown,Catholic
9,Goodwin Fords,Sara,Hammond,51,Head,Married,Female,Unemployed,Unknown,Jewish
9,Goodwin Fords,Shane,Hammond-Taylor,53,Husband,Married,Male,Unemployed,Unknown,Catholic
9,Goodwin Fords,John,Hammond-Taylor,29,Son,Single,Male,Adult nurse,Unknown,Jewish
10,Goodwin Fords,Julia,Morrison,42,Head,Divorced,Female,Hospital pharmacist,Unknown,Christian
11,Goodwin Fords,Jemma,Taylor,41,Head,Married,Female,"Geneticist, molecular",Unknown,Unknown
11,Goodwin Fords,Simon,Taylor,43,Husband,Married,Male,Phytotherapist,Unknown,Unknown
12,Goodwin Fords,Jennifer,Howard,42,Head,Divorced,Female,"Therapist, nutritional",Unknown,Catholic
12,Goodwin Fords,Michelle,Howard,14,Daughter,Unknown,Female,Student,Unknown,Unknown
13,Goodwin Fords,Rita,Anderson,37,Head,Divorced,Female,Armed forces logistics/support/administrative officer,Unknown,Catholic
14,Goodwin Fords,Adam,Davies,35,Head,Single,Male,"Engineer, structural",Unknown,Catholic
15,Goodwin Fords,Donna,Adams,42,Head,Single,Female,"Surveyor, hydrographic",Unknown,Catholic
1,Shrine Drive,Joseph,Fuller,25,Head,Married,Male,Unemployed,Unknown,Methodist
1,Shrine Drive,Donna,Fuller,20,Wife,Married,Female,Chief Operating Officer,Unknown,Methodist
1,Shrine Drive,Stacey,Lawrence,37,Unknown,Married,Female,Estate manager/land agent,Unknown,Christian
1,Shrine Drive,Matthew,Lawrence,43,Unknown,Married,Male,"Surveyor, building",Unknown,Unknown
2,Shrine Drive,Kathryn,Burton,45,Head,Married,Female,Pension scheme manager,Unknown,Christian
2,Shrine Drive,Kyle,Burton-Johnson,47,Husband,Married,Male,"Teacher, primary school",Unknown,Christian
2,Shrine Drive,Lorraine,Burton-Johnson,9,Daughter,Unknown,Female,Student,Unknown,Unknown
3,Shrine Drive,Kathryn,Powell,33,Head,Married,Female,"Editor, commissioning",Unknown,Unknown
3,Shrine Drive,Mohamed,Powell,34,Husband,Married,Male,Unemployed,Unknown,Unknown
3,Shrine Drive,Jeremy,Powell,12,Son,Unknown,Male,Student,Unknown,Unknown
3,Shrine Drive,Malcolm,Powell,10,Son,Unknown,Male,Student,Unknown,Unknown
4,Shrine Drive,Terry,Douglas,72,Head,Widowed,Male,Retired,Unknown,Christian
5,Shrine Drive,Hannah,Wilson,39,Head,Single,Female,Unemployed,Unknown,Catholic
5,Shrine Drive,Carole,Wilson,7,Daughter,Unknown,Female,Student,Unknown,Unknown
5,Shrine Drive,Leigh,Wilson,4,Son,Unknown,Male,Child,Unknown,Unknown
6,Shrine Drive,June,Freeman,69,Head,Married,Female,Retired,Unknown,Unknown
6,Shrine Drive,Mark,Freeman,71,Husband,Married,Male,Retired,Unknown,Unknown
6,Shrine Drive,Guy,Freeman,39,Son,Single,Male,"Programmer, multimedia",Unknown,Unknown
6,Shrine Drive,Tina,Freeman,35,Daughter,Divorced,Female,Theatre director,Unknown,Unknown
6,Shrine Drive,Philip,Freeman,29,Son,Single,Male,Acupuncturist,Unknown,Unknown
7,Shrine Drive,Eileen,Potter,60,Head,Single,Female,Unemployed,Unknown,Unknown
7,Shrine Drive,Shannon,Potter,19,Daughter,Single,Female,University Student,Unknown,Unknown
8,Shrine Drive,Lorraine,Hicks,36,Head,Married,Female,Advertising copywriter,Unknown,Catholic
8,Shrine Drive,Dean,Hicks,42,Husband,Married,Male,Mechanical engineer,Unknown,Catholic
8,Shrine Drive,Kim,Hicks,1,Daughter,Unknown,Female,Child,Unknown,Unknown
1,Friaryrow Street,Nicola,Lees,54,Head,Married,Female,"Loss adjuster, chartered",Unknown,Unknown
1,Friaryrow Street,Glenn,Lees,54,Husband,Married,Male,Meteorologist,Unknown,Unknown
1,Friaryrow Street,Damian,Lees,20,Son,Divorced,Male,University Student,Unknown,Unknown
1,Friaryrow Street,Margaret,Lees,18,Daughter,Single,Female,Student,Unknown,Unknown
1,Friaryrow Street,Beth,Lees,17,Daughter,Unknown,Female,Student,Unknown,Unknown
2,Friaryrow Street,Stephanie,Mills,43,Head,Married,Female,Art therapist,Unknown,Unknown
2,Friaryrow Street,Bryan,Mills,45,Husband,Married,Male,Media planner,Unknown,Unknown
2,Friaryrow Street,Frank,Mills,16,Son,Unknown,Male,Student,Unknown,Unknown
3,Friaryrow Street,Max,Evans,48,Head,Single,Male,Clinical cytogeneticist,Unknown,Methodist
3,Friaryrow Street,Charlene,Clarke,48,Partner,Single,Female,Musician,Unknown,Methodist
4,Friaryrow Street,Julian,Brown,45,Head,Single,Male,"Surveyor, commercial/residential",Unknown,Christian
4,Friaryrow Street,Maria,Hodgson,43,Partner,Single,Female,Counsellor,Unknown,Unknown
4,Friaryrow Street,Cameron,Brown,19,Son,Divorced,Male,University Student,Unknown,Christian
4,Friaryrow Street,Chelsea,Brown,12,Daughter,Unknown,Female,Student,Unknown,Unknown
5,Friaryrow Street,Jenna,Parry,76,Head,Married,Female,Retired,Unknown,Christian
5,Friaryrow Street,Stuart,Parry,79,Husband,Married,Male,Retired,Unknown,Unknown
6,Friaryrow Street,Donna,Wilkinson,31,Head,Single,Female,Music therapist,Unknown,Unknown
6,Friaryrow Street,Kyle,Berry,33,Partner,Single,Male,Personal assistant,Unknown,Unknown
6,Friaryrow Street,Debra,Wilkinson,5,Daughter,Unknown,Female,Student,Unknown,Unknown
7,Friaryrow Street,Fiona,Mitchell,18,Head,Single,Female,University Student,Unknown,Unknown
7,Friaryrow Street,Jack,Smith,21,Unknown,Single,Male,University Student,Unknown,Unknown
8,Friaryrow Street,Sheila,Howarth,52,Head,Divorced,Female,Unemployed,Unknown,Christian
8,Friaryrow Street,Hilary,Howarth,28,Daughter,Divorced,Female,Dietitian,Unknown,Unknown
9,Friaryrow Street,Brenda,Taylor,53,Head,Married,Female,Magazine features editor,Unknown,Christian
9,Friaryrow Street,Brian,Taylor,57,Husband,Married,Male,Production manager,Unknown,Christian
9,Friaryrow Street,Dennis,Taylor,25,Son,Single,Male,Comptroller,Unknown,Christian
9,Friaryrow Street,Billy,Taylor,15,Son,Unknown,Male,Student,Unknown,Unknown
10,Friaryrow Street,Dawn,Little,59,Head,Married,Female,Aid worker,Unknown,Christian
10,Friaryrow Street,Marcus,Little,60,Husband,Married,Male,Unemployed,Unknown,Christian
11,Friaryrow Street,Laura,Gill,41,Head,Single,Female,Hydrogeologist,Unknown,Catholic
11,Friaryrow Street,Stewart,Watts,45,Partner,Single,Male,"Engineer, automotive",Unknown,Unknown
11,Friaryrow Street,Joanne,Gill,7,Daughter,Unknown,Female,Student,Unknown,Unknown
11,Friaryrow Street,Callum,Gill,3,Son,Unknown,Male,Child,Unknown,Unknown
12,Friaryrow Street,Kieran,Clarke,57,Head,Single,Male,"Buyer, industrial",Unknown,Christian
12,Friaryrow Street,Kevin,Adams,31,Unknown,Single,Male,"Engineer, electrical",Unknown,Unknown
13,Friaryrow Street,Paula,Kent,33,Head,Single,Female,Engineering geologist,Unknown,Methodist
13,Friaryrow Street,Mandy,Kent,4,Daughter,Unknown,Female,Child,Unknown,Unknown
14,Friaryrow Street,Nicole,Mills,53,Head,Divorced,Female,Conference centre manager,Unknown,Muslim
15,Friaryrow Street,Aimee,Wheeler,29,Head,Single,Female,Regulatory affairs officer,Unknown,Muslim
15,Friaryrow Street,Craig,Reed,31,Partner,Single,Male,Product/process development scientist,Unknown,Unknown
15,Friaryrow Street,Debra,Wheeler,4,Daughter,Unknown,Female,Child,Unknown,Unknown
15,Friaryrow Street,Luke,Wheeler,1,Son,Unknown,Male,Child,Unknown,Unknown
16,Friaryrow Street,Conor,Moore,63,Head,Married,Male,Commercial/residential surveyor,Unknown,Christian
16,Friaryrow Street,Joanna,Moore,63,Wife,Married,Female,"Engineer, petroleum",Unknown,Christian
16,Friaryrow Street,Pamela,Moore,14,Granddaughter,Unknown,Female,Student,Unknown,Unknown
16,Friaryrow Street,Donna,Moore,14,Granddaughter,Unknown,Female,Student,Unknown,Unknown
17,Friaryrow Street,Charles,Marshall,64,Head,Single,Male,Unemployed,Unknown,Unknown
17,Friaryrow Street,Gillian,Cole,47,Unknown,Single,Female,Theatre stage manager,Unknown,Methodist
18,Friaryrow Street,Alan,Dawson,42,Head,Single,Male,Prison officer,Unknown,Unknown
18,Friaryrow Street,Nicola,Thompson,39,Partner,Single,Female,Advertising account executive,Unknown,Unknown
19,Friaryrow Street,Elaine,Powell,55,Head,Married,Female,"Development worker, international aid",Unknown,Christian
19,Friaryrow Street,Nathan,Powell,60,Husband,Married,Male,Operational investment banker,Unknown,Unknown
19,Friaryrow Street,Max,Powell,32,Son,Divorced,Male,General practice doctor,Unknown,Christian
19,Friaryrow Street,Marc,Powell,28,Son,Divorced,Male,Gaffer,Unknown,Unknown
19,Friaryrow Street,Maria,Powell,24,Daughter,Single,Female,Paramedic,Unknown,Unknown
19,Friaryrow Street,Eric,Powell,4,Son,Unknown,Male,Child,Unknown,Unknown
20,Friaryrow Street,Dylan,Watts,24,Head,Single,Male,Clinical biochemist,Unknown,Unknown
20,Friaryrow Street,Dorothy,Smith,26,Unknown,Single,Female,Community development worker,Unknown,Methodist
21,Friaryrow Street,Gerald,Johnson,48,Head,Divorced,Male,Theatre manager,Unknown,Unknown
22,Friaryrow Street,Lauren,Jordan,50,Head,Single,Female,Ophthalmologist,Unknown,Christian
22,Friaryrow Street,Geoffrey,Jordan,23,Son,Divorced,Male,Risk manager,Unknown,Christian
22,Friaryrow Street,Abdul,Jordan,19,Son,Single,Male,University Student,Unknown,Christian
22,Friaryrow Street,Owen,Jordan,16,Son,Unknown,Male,Student,Unknown,Unknown
22,Friaryrow Street,Brenda,Bentley,14,Daughter,Unknown,Female,Student,Unknown,Unknown
23,Friaryrow Street,Sheila,Hall,57,Head,Single,Female,Health service manager,Unknown,Unknown
23,Friaryrow Street,Frederick,Bryant,57,Partner,Single,Male,Set designer,Unknown,Unknown
23,Friaryrow Street,Francis,Hall,23,Son,Single,Male,"Presenter, broadcasting",Unknown,Unknown
23,Friaryrow Street,Julie,Hall,22,Daughter,Single,Female,University Student,Unknown,Unknown
23,Friaryrow Street,Emma,Hall,5,Daughter,Unknown,Female,Student,Unknown,Unknown
24,Friaryrow Street,Lydia,Davis,39,Head,Single,Female,Unemployed,Unknown,Christian
24,Friaryrow Street,Thomas,Brown,53,Unknown,Single,Male,"Engineer, building services",Unknown,Methodist
24,Friaryrow Street,Lucy,Harper,43,Unknown,Single,Female,"Restaurant manager, fast food",Unknown,Methodist
24,Friaryrow Street,Ross,Carey,56,Unknown,Single,Male,Dentist,Unknown,Methodist
25,Friaryrow Street,Josephine,Johnson,28,Head,Single,Female,Unemployed,Disabled,Unknown
25,Friaryrow Street,Anthony,Johnson,9,Son,Unknown,Male,Student,Unknown,Unknown
25,Friaryrow Street,Eric,Johnson,5,Son,Unknown,Male,Student,Unknown,Unknown
26,Friaryrow Street,Gemma,Chamberlain,45,Head,Divorced,Female,Unemployed,Unknown,Catholic
26,Friaryrow Street,Kate,Chamberlain,7,Daughter,Unknown,Female,Student,Unknown,Unknown
27,Friaryrow Street,Lorraine,Baxter,70,Head,Married,Female,Retired,Unknown,Christian
27,Friaryrow Street,Gordon,Baxter,78,Husband,Married,Male,Retired,Unknown,Christian
27,Friaryrow Street,Philip,Baxter,27,Grandson,Divorced,Male,Customer service manager,Unknown,Christian
27,Friaryrow Street,Rachael,Baxter,24,Granddaughter,Single,Female,"Administrator, charities/voluntary organisations",Unknown,Christian
28,Friaryrow Street,Lynne,Smith,62,Head,Married,Female,Banker,Unknown,Christian
28,Friaryrow Street,Jake,Smith,66,Husband,Married,Male,Retired,Unknown,Christian
28,Friaryrow Street,Antony,Smith,22,Son,Divorced,Male,University Student,Unknown,Unknown
28,Friaryrow Street,Gerard,Smith,19,Son,Single,Male,University Student,Unknown,Unknown
28,Friaryrow Street,Pauline,Smith,17,Daughter,Unknown,Female,Student,Unknown,Unknown
29,Friaryrow Street,Roger,Briggs,36,Head,Married,Male,"Social research officer, government",Unknown,Catholic
29,Friaryrow Street,Katherine,Briggs,31,Wife,Married,Female,Make,Unknown,Catholic
30,Friaryrow Street,Sharon,Garner,56,Head,Married,Female,Unemployed,Unknown,Methodist
30,Friaryrow Street,Gerald,Garner,58,Husband,Married,Male,Field trials officer,Unknown,Methodist
31,Friaryrow Street,Victoria,Davies,74,Head,Married,Female,Retired,Unknown,Christian
31,Friaryrow Street,Roy,Davies,79,Husband,Married,Male,Retired,Unknown,Christian
32,Friaryrow Street,Rachel,Young,46,Head,Single,Female,Mudlogger,Unknown,Unknown
32,Friaryrow Street,Kieran,Young,25,Son,Single,Male,"Social research officer, government",Unknown,Unknown
32,Friaryrow Street,Jordan,Young,18,Son,Single,Male,Student,Unknown,Unknown
33,Friaryrow Street,Danielle,Reynolds,54,Head,Single,Female,Printmaker,Unknown,Christian
34,Friaryrow Street,Graeme,Evans,63,Head,Single,Male,"Producer, radio",Unknown,Unknown
35,Friaryrow Street,Alison,Weston,19,Head,Single,Female,University Student,Unknown,Unknown
35,Friaryrow Street,Stacey,Page,21,Unknown,Single,Female,University Student,Unknown,Unknown
35,Friaryrow Street,Caroline,Butler,38,Unknown,Single,Female,Production manager,Unknown,Christian
35,Friaryrow Street,Maria,Mills,30,Unknown,Single,Female,Clinical psychologist,Unknown,Unknown
36,Friaryrow Street,Fiona,Jones,22,Head,Single,Female,University Student,Unknown,Christian
36,Friaryrow Street,Bradley,Brown,24,Partner,Single,Male,Unemployed,Unknown,Christian
37,Friaryrow Street,Sharon,Parker,18,Head,Married,Female,Student,Unknown,Unknown
37,Friaryrow Street,Josh,Parker,20,Husband,Married,Male,University Student,Unknown,Unknown
37,Friaryrow Street,Ann,Parker,1,Daughter,Unknown,Female,Child,Unknown,Unknown
37,Friaryrow Street,Mohammad,Parker,0,Son,Unknown,Male,Child,Unknown,Unknown
38,Friaryrow Street,Paula,Ball,54,Head,Married,Female,Hotel manager,Unknown,Christian
38,Friaryrow Street,Guy,Ball,59,Husband,Married,Male,Artist,Unknown,Christian
39,Friaryrow Street,Angela,Murphy,55,Head,Married,Female,Unemployed,Unknown,Christian
39,Friaryrow Street,Dylan,Murphy,52,Husband,Married,Male,Best boy,Unknown,Christian
39,Friaryrow Street,Georgia,Murphy,21,Daughter,Single,Female,University Student,Unknown,Unknown
39,Friaryrow Street,Hollie,Murphy,18,Daughter,Single,Female,Student,Unknown,Unknown
39,Friaryrow Street,Howard,Murphy,15,Son,Unknown,Male,Student,Unknown,Unknown
40,Friaryrow Street,Caroline,Vaughan,31,Head,Married,Female,"Teacher, secondary school",Unknown,Unknown
40,Friaryrow Street,Mohammed,Vaughan,33,Husband,Married,Male,"Civil engineer, contracting",Unknown,Unknown
1,Conifer Squares,Trevor,Brown,39,Head,Single,Male,Planning and development surveyor,Unknown,Catholic
1,Conifer Squares,Lewis,Connor,41,Unknown,Single,Male,Surgeon,Unknown,Unknown
1,Conifer Squares,Karl,Barrett,29,Unknown,Single,Male,Quantity surveyor,Unknown,Methodist
1,Conifer Squares,Kathleen,Browne,56,Unknown,Single,Female,"Programmer, multimedia",Unknown,Christian
1,Conifer Squares,Christian,Waters,19,Unknown,Single,Male,University Student,Unknown,Muslim
1,Conifer Squares,Jeremy,Bates,28,Unknown,Single,Male,Company secretary,Unknown,Unknown
2,Conifer Squares,Kayleigh,Wood,44,Head,Married,Female,Counsellor,Unknown,Christian
2,Conifer Squares,Toby,Wood,51,Husband,Married,Male,Copy,Unknown,Unknown
2,Conifer Squares,Adam,Wood,23,Son,Single,Male,Aid worker,Unknown,Christian
2,Conifer Squares,Julian,Wood,1,Son,Unknown,Male,Child,Unknown,Unknown
3,Conifer Squares,Cheryl,Franklin,42,Head,Single,Female,Legal executive,Unknown,Christian
3,Conifer Squares,Dorothy,Franklin,8,Daughter,Unknown,Female,Student,Unknown,Unknown
3,Conifer Squares,Christine,Franklin,6,Daughter,Unknown,Female,Student,Unknown,Unknown
3,Conifer Squares,Gerard,Franklin,3,Son,Unknown,Male,Child,Unknown,Unknown
4,Conifer Squares,Callum,Dobson,38,Head,Single,Male,Chartered management accountant,Unknown,Unknown
4,Conifer Squares,Gillian,Pritchard,38,Partner,Single,Female,Manufacturing engineer,Unknown,Unknown
4,Conifer Squares,Hayley,Dobson,1,Daughter,Unknown,Female,Child,Unknown,Unknown
4,Conifer Squares,Geraldine,Stokes,43,Visitor,Single,Female,"Administrator, sports",Unknown,Catholic
5,Conifer Squares,Jill,Hughes,87,Head,Widowed,Female,Retired,Unknown,Christian
5,Conifer Squares,Jodie,Hughes,41,Daughter,Single,Female,Aeronautical engineer,Unknown,Unknown
5,Conifer Squares,Sean,Hughes,38,Son,Divorced,Male,"Accountant, chartered certified",Unknown,Unknown
5,Conifer Squares,Joan,Hughes,34,Daughter,Divorced,Female,Cabin crew,Unknown,Christian
6,Conifer Squares,Danny,Johnson,36,Head,Divorced,Male,Unemployed,Unknown,Unknown
6,Conifer Squares,Mitchell,Johnson,11,Son,Unknown,Male,Student,Unknown,Unknown
6,Conifer Squares,Derek,Johnson,11,Son,Unknown,Male,Student,Unknown,Unknown
6,Conifer Squares,Katy,Johnson,7,Daughter,Unknown,Female,Student,Unknown,Unknown
7,Conifer Squares,Craig,Smith,68,Head,Married,Male,Retired,Unknown,Christian
7,Conifer Squares,Kim,Smith,66,Wife,Married,Female,Retired,Unknown,Unknown
7,Conifer Squares,Chloe,Smith,28,Daughter,Single,Female,Personnel officer,Unknown,Christian
7,Conifer Squares,Teresa,Harris,24,Daughter,Single,Female,Civil Service administrator,Unknown,Christian
8,Conifer Squares,Valerie,Evans,26,Head,Divorced,Female,Unemployed,Unknown,Muslim
